Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A702571,Ranger,05/15/2015 03:28:00 PM,05/15/2015 03:28:00 PM,E 16Th St & Clifford Ave in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,Black/Brown,Ranger,05/16/2015 01:54:00 PM,05/16/2015 01:54:00 PM,05/15/2012,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,Black/Brown,0.0
A777489,Elmer,07/30/2018 11:02:00 AM,07/30/2018 11:02:00 AM,Austin (TX),Public Assist,Normal,Dog,Intact Male,6 years,Pit Bull,Red,Elmer,08/07/2018 12:01:00 PM,08/07/2018 12:01:00 PM,07/29/2012,Dog,Intact Male,6 years,Pit Bull,Red,0.0
A810007,*Florence,12/05/2019 01:05:00 PM,12/05/2019 01:05:00 PM,8801 Research Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby,*Florence,12/26/2019 03:37:00 PM,12/26/2019 03:37:00 PM,10/05/2019,Cat,Intact Female,2 months,Domestic Shorthair,Orange Tabby,0.0
A676209,Boomer,04/06/2014 12:31:00 PM,04/06/2014 12:31:00 PM,7201 Danwood Dr in Austin (TX),Stray,Normal,Dog,Intact Male,5 days,Labrador Retriever Mix,Yellow,Boomer,07/24/2014 03:02:00 PM,07/24/2014 03:02:00 PM,04/01/2014,Dog,Neutered Male,3 months,Labrador Retriever Mix,Yellow,0.0
A678042,Sadie,05/03/2014 07:38:00 AM,05/03/2014 07:38:00 AM,12034 Research Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,8 years,German Shepherd Mix,Black/Brown,Sadie,05/04/2014 06:23:00 PM,05/04/2014 06:23:00 PM,05/03/2006,Dog,Spayed Female,8 years,German Shepherd Mix,Black/Brown,0.0
A699929,Coco,10/06/2016 03:57:00 PM,10/06/2016 03:57:00 PM,7247 Cameron Rd in Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair/Dachshund,Tan,Coco,10/09/2016 06:19:00 PM,10/09/2016 06:19:00 PM,04/04/2013,Dog,Neutered Male,3 years,Chihuahua Shorthair/Dachshund,Tan,0.0
A790787,Lacy,03/16/2019 02:01:00 PM,03/16/2019 02:01:00 PM,Circle Drive And Fm1626 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Tan/Black,Lacy,04/02/2019 03:02:00 PM,04/02/2019 03:02:00 PM,03/16/2017,Dog,Spayed Female,2 years,Labrador Retriever Mix,Tan/Black,0.0
A391379,Ike,11/15/2019 06:34:00 PM,11/15/2019 06:34:00 PM,5400 Friedrich Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,15 years,Chihuahua Shorthair Mix,Tan/White,Ike,11/17/2019 07:09:00 PM,11/17/2019 07:09:00 PM,12/03/2003,Dog,Neutered Male,15 years,Chihuahua Shorthair Mix,Tan/White,0.0
A683653,Rebel,07/13/2014 12:02:00 PM,07/13/2014 12:02:00 PM,No Location Given in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Labrador Retriever Mix,Black/White,Rebel,07/25/2014 06:21:00 PM,07/25/2014 06:21:00 PM,11/13/2013,Dog,Neutered Male,8 months,Labrador Retriever Mix,Black/White,0.0
A681283,,06/14/2014 02:00:00 PM,06/14/2014 02:00:00 PM,Oleander Trail in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Cairn Terrier Mix,Brown,,06/20/2014 05:51:00 PM,06/20/2014 05:51:00 PM,03/14/2014,Dog,Neutered Male,3 months,Cairn Terrier Mix,Brown,0.0
A802815,,08/23/2019 09:01:00 AM,08/23/2019 09:01:00 AM,2600 West Braker Lane in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Labrador Retriever,Tan,,08/27/2019 04:57:00 PM,08/27/2019 04:57:00 PM,05/23/2019,Dog,Spayed Female,3 months,Labrador Retriever,Tan,0.0
A678673,*Jamie,05/11/2014 03:00:00 PM,05/11/2014 03:00:00 PM,802 Park Blvd in Austin (TX),Stray,Normal,Cat,Unknown,5 weeks,Domestic Shorthair Mix,Black,*Jamie,05/17/2014 01:23:00 PM,05/17/2014 01:23:00 PM,04/06/2014,Cat,Unknown,1 month,Domestic Shorthair Mix,Black,0.0
A754032,Gizmo,07/14/2017 02:10:00 PM,07/14/2017 02:10:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,13 years,Pembroke Welsh Corgi Mix,White/Brown,Gizmo,07/17/2017 12:00:00 AM,07/17/2017 12:00:00 AM,07/14/2004,Dog,Neutered Male,13 years,Pembroke Welsh Corgi Mix,White/Brown,0.0
A666319,,10/30/2013 12:33:00 PM,10/30/2013 12:33:00 PM,5109 Regency Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,8 years,Persian Mix,Flame Point,,11/09/2013 06:44:00 PM,11/09/2013 06:44:00 PM,10/30/2005,Cat,Spayed Female,8 years,Persian Mix,Flame Point,1.0
A759254,Mimi,11/01/2017 01:07:00 PM,11/01/2017 01:07:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Cat,Spayed Female,3 months,Siamese Mix,Tortie Point,Mimi,11/03/2017 04:54:00 PM,11/03/2017 04:54:00 PM,07/29/2017,Cat,Spayed Female,3 months,Siamese Mix,Tortie Point,0.0
A622877,Sultan,09/21/2019 11:00:00 AM,09/21/2019 11:00:00 AM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,7 years,Labrador Retriever/Dachshund,White/Yellow,Sultan,09/30/2019 12:19:00 PM,09/30/2019 12:19:00 PM,01/25/2012,Dog,Neutered Male,7 years,Labrador Retriever/Dachshund,White/Yellow,0.0
A681422,*Mister,06/16/2014 01:44:00 PM,06/16/2014 01:44:00 PM,23393 Nameless Rd in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,American Bulldog Mix,White/Tan,*Mister,03/25/2015 01:06:00 PM,03/25/2015 01:06:00 PM,06/16/2011,Dog,Neutered Male,3 years,American Bulldog Mix,White/Tan,0.0
A684398,Multipass,07/23/2014 07:36:00 AM,07/23/2014 07:36:00 AM,9206 Quail Rock Cir in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Black/Brown,Multipass,08/13/2014 06:14:00 PM,08/13/2014 06:14:00 PM,06/01/2014,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Black/Brown,0.0
A685911,Blue,08/14/2014 01:35:00 PM,08/14/2014 01:35:00 PM,3220 Duval Rd  #1510 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,Blue,08/14/2014 05:49:00 PM,08/14/2014 05:49:00 PM,08/14/2012,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,0.0
A759118,*Antonio,09/27/2017 11:35:00 AM,09/27/2017 11:35:00 AM,1301 Barbergale Street in Pflugerville (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Blue Tabby,*Antonio,11/15/2017 01:30:00 PM,11/15/2017 01:30:00 PM,08/15/2017,Cat,Neutered Male,3 months,Domestic Shorthair,Blue Tabby,0.0
A695851,,01/24/2015 01:00:00 PM,01/24/2015 01:00:00 PM,Hill Country Trail in Austin (TX),Stray,Injured,Bird,Unknown,2 years,Chicken Mix,Red/Black,,01/24/2015 01:45:00 PM,01/24/2015 01:45:00 PM,01/24/2013,Bird,Unknown,2 years,Chicken Mix,Red/Black,1.0
A796624,*Perot,06/03/2019 03:14:00 PM,06/03/2019 03:14:00 PM,3405 Clawson in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dalmatian Mix,White/Black,*Perot,06/09/2019 07:18:00 PM,06/09/2019 07:18:00 PM,06/03/2018,Dog,Neutered Male,1 year,Dalmatian Mix,White/Black,0.0
A465930,Maggie,12/19/2016 08:58:00 AM,12/19/2016 08:58:00 AM,1900 Chicon St in Austin (TX),Stray,Normal,Dog,Spayed Female,11 years,Labrador Retriever Mix,Buff/Tan,Maggie,12/19/2016 11:30:00 AM,12/19/2016 11:30:00 AM,03/26/2005,Dog,Spayed Female,11 years,Labrador Retriever Mix,Buff/Tan,0.0
A687253,Mini,09/02/2014 04:00:00 PM,09/02/2014 04:00:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 months,Miniature Schnauzer/Miniature Poodle,Gray,Mini,09/03/2014 01:52:00 PM,09/03/2014 01:52:00 PM,03/02/2014,Dog,Spayed Female,6 months,Miniature Schnauzer/Miniature Poodle,Gray,0.0
A689315,Bibie,10/02/2014 10:18:00 AM,10/02/2014 10:18:00 AM,4106 N Lamar in Austin (TX),Public Assist,Sick,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black/White,Bibie,10/09/2014 02:57:00 PM,10/09/2014 02:57:00 PM,10/06/2003,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Black/White,0.0
A746415,,04/02/2017 04:53:00 PM,04/02/2017 04:53:00 PM,Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie,,04/06/2017 07:34:00 PM,04/06/2017 07:34:00 PM,02/02/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,0.0
A701932,Ashley,05/06/2015 01:07:00 PM,05/06/2015 01:07:00 PM,Mckinney Falls Pkwy And Dee Gabriel Collins Rd in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Labrador Retriever/German Shepherd,Black,Ashley,05/16/2015 05:25:00 PM,05/16/2015 05:25:00 PM,05/06/2010,Dog,Spayed Female,5 years,Labrador Retriever/German Shepherd,Black,0.0
A675110,Ginger,03/23/2014 01:32:00 PM,03/23/2014 01:32:00 PM,Austin (TX),Stray,Normal,Dog,Intact Female,2 months,American Bulldog Mix,Tricolor,Ginger,03/27/2014 06:35:00 PM,03/27/2014 06:35:00 PM,01/08/2014,Dog,Spayed Female,2 months,American Bulldog Mix,Tricolor,0.0
A757067,,08/29/2017 02:56:00 PM,08/29/2017 02:56:00 PM,7201 Levander Loop in Austin (TX),Wildlife,Injured,Bird,Unknown,2 years,Grackle Mix,Black,,08/29/2017 12:00:00 AM,08/29/2017 12:00:00 AM,08/29/2015,Bird,Unknown,2 years,Grackle Mix,Black,0.0
A668315,*Casey,12/02/2013 09:06:00 AM,12/02/2013 09:06:00 AM,Cameron Rd. And Capital Plaza in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Black/Tan,*Casey,12/13/2013 11:47:00 AM,12/13/2013 11:47:00 AM,12/02/2009,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Black/Tan,0.0
A697713,Rambo,11/12/2015 04:39:00 PM,11/12/2015 04:39:00 PM,Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever/Black Mouth Cur,Tan/White,Rambo,11/15/2015 12:39:00 PM,11/15/2015 12:39:00 PM,02/27/2014,Dog,Neutered Male,1 year,Labrador Retriever/Black Mouth Cur,Tan/White,0.0
A714061,Dakilah,10/17/2015 01:21:00 PM,10/17/2015 01:21:00 PM,Colonial Dr & Peyton Gin Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Black/White,Dakilah,10/19/2015 08:13:00 PM,10/19/2015 08:13:00 PM,10/17/2014,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,0.0
A733086,*Annabelle,08/17/2016 11:00:00 AM,08/17/2016 11:00:00 AM,290 And Hwy 183 in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown/White,*Annabelle,01/17/2017 03:03:00 PM,01/17/2017 03:03:00 PM,08/17/2015,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown/White,0.0
A705005,*Rose,06/11/2015 06:25:00 PM,06/11/2015 06:25:00 PM,1909 Greenwood Ave in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,American Pit Bull Terrier Mix,Tan/White,*Rose,07/02/2015 10:24:00 AM,07/02/2015 10:24:00 AM,10/11/2014,Dog,Spayed Female,8 months,American Pit Bull Terrier Mix,Tan/White,0.0
A729699,*Captamerica,06/22/2016 02:18:00 PM,06/22/2016 02:18:00 PM,12000 W Hwy 290 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White,*Captamerica,08/19/2016 07:11:00 PM,08/19/2016 07:11:00 PM,05/08/2016,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue/White,0.0
A680491,*Tootsie,06/03/2014 02:35:00 PM,06/03/2014 02:35:00 PM,2603 Reeves Cir B in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black,*Tootsie,07/13/2014 06:21:00 PM,07/13/2014 06:21:00 PM,03/19/2014,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,0.0
A675414,Kit Kat,03/27/2014 11:29:00 AM,03/27/2014 11:29:00 AM,316 Mesa Dr in Del Valle (TX),Stray,Normal,Cat,Intact Male,1 month,Russian Blue Mix,Blue,Kit Kat,04/04/2014 06:34:00 PM,04/04/2014 06:34:00 PM,02/05/2014,Cat,Neutered Male,1 month,Russian Blue Mix,Blue,0.0
A775794,*Rainy,07/05/2018 07:22:00 AM,07/05/2018 07:22:00 AM,8988 Elroy Rd in Travis (TX),Stray,Injured,Dog,Intact Female,4 months,Labrador Retriever Mix,Black,*Rainy,07/30/2018 06:38:00 PM,07/30/2018 06:38:00 PM,03/05/2018,Dog,Spayed Female,4 months,Labrador Retriever Mix,Black,0.0
A801445,*Torte,08/04/2019 01:56:00 PM,08/04/2019 01:56:00 PM,440 South Highway 71 in Travis (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,*Torte,09/24/2019 02:38:00 PM,09/24/2019 02:38:00 PM,06/17/2019,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby,0.0
A679571,Bruno,05/23/2014 06:51:00 PM,05/23/2014 06:51:00 PM,Pflugerville (TX),Public Assist,Normal,Dog,Intact Male,7 years,Dachshund Mix,Red,Bruno,06/01/2014 11:22:00 AM,06/01/2014 11:22:00 AM,05/23/2007,Dog,Intact Male,7 years,Dachshund Mix,Red,0.0
A754450,,07/21/2017 11:01:00 AM,07/21/2017 11:01:00 AM,15109 Oklahoma in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black,,07/25/2017 12:04:00 PM,07/25/2017 12:04:00 PM,04/06/2017,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black,0.0
A672181,Andy,02/05/2014 01:50:00 PM,02/05/2014 01:50:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black,Andy,02/06/2014 05:54:00 PM,02/06/2014 05:54:00 PM,10/05/2013,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,0.0
A782976,,10/23/2018 03:33:00 PM,10/23/2018 03:33:00 PM,513 Vargas in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Beagle Mix,Tricolor,,10/24/2018 03:28:00 PM,10/24/2018 03:28:00 PM,10/23/2016,Dog,Intact Female,2 years,Beagle Mix,Tricolor,0.0
A718636,*Hans Knut,01/03/2016 06:53:00 PM,01/03/2016 06:53:00 PM,Blackson Ave And Duval St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White,*Hans Knut,04/01/2016 03:06:00 PM,04/01/2016 03:06:00 PM,01/03/2014,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White,0.0
A751148,*Jasper,06/04/2017 03:02:00 PM,06/04/2017 03:02:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,*Jasper,07/03/2017 12:51:00 PM,07/03/2017 12:51:00 PM,04/28/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A787392,Amos,02/14/2019 03:40:00 PM,02/14/2019 03:40:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Anatol Shepherd,Tan/Black,Amos,02/16/2019 07:15:00 PM,02/16/2019 07:15:00 PM,01/12/2017,Dog,Neutered Male,2 years,Anatol Shepherd,Tan/Black,0.0
A706433,*Riley,06/28/2015 06:16:00 PM,06/28/2015 06:16:00 PM,Farm To Market 1626 And Brodie Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Chocolate/White,*Riley,07/09/2015 02:34:00 PM,07/09/2015 02:34:00 PM,06/28/2013,Dog,Neutered Male,2 years,Labrador Retriever Mix,Chocolate/White,0.0
A735592,,09/26/2016 10:38:00 AM,09/26/2016 10:38:00 AM,8300 Washita in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Opossum Mix,Gray/Pink,,09/26/2016 11:16:00 AM,09/26/2016 11:16:00 AM,09/26/2015,Other,Unknown,1 year,Opossum Mix,Gray/Pink,1.0
A664977,,10/11/2013 06:38:00 PM,10/11/2013 06:38:00 PM,Peice in Travis (TX),Stray,Injured,Dog,Intact Male,4 years,Pit Bull Mix,White/Brown,,10/11/2013 06:41:00 PM,10/11/2013 06:41:00 PM,10/11/2009,Dog,Intact Male,4 years,Pit Bull Mix,White/Brown,1.0
A806221,Ruby,10/07/2019 01:11:00 PM,10/07/2019 01:11:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue Tabby,Ruby,10/12/2019 06:01:00 PM,10/12/2019 06:01:00 PM,10/07/2017,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby,0.0
A795377,Rocky,05/20/2019 10:28:00 AM,05/20/2019 10:28:00 AM,Freedom Hill Lane And Clara Martin Road in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Cream/White,Rocky,05/21/2019 11:18:00 AM,05/21/2019 11:18:00 AM,05/20/2018,Dog,Intact Male,1 year,Pit Bull,Cream/White,0.0
A675828,Buttercup,12/02/2014 11:04:00 AM,12/02/2014 11:04:00 AM,Fire Oak And Rain Creek Pkwy in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,Fawn,Buttercup,04/21/2014 06:59:00 PM,04/21/2014 06:59:00 PM,04/01/2005,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,Fawn,0.0
A671759,*Jojo,01/30/2014 02:41:00 PM,01/30/2014 02:41:00 PM,14809 Lucerne in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Australian Cattle Dog Mix,Tricolor,*Jojo,05/31/2014 12:08:00 PM,05/31/2014 12:08:00 PM,01/30/2013,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Tricolor,0.0
A769740,Bean,04/09/2018 04:04:00 PM,04/09/2018 04:04:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Jack Russell Terrier/Chihuahua Shorthair,White/Tan,Bean,04/26/2018 02:03:00 PM,04/26/2018 02:03:00 PM,10/09/2013,Dog,Spayed Female,4 years,Jack Russell Terrier/Chihuahua Shorthair,White/Tan,0.0
A337603,Roxy,09/04/2016 05:33:00 PM,09/04/2016 05:33:00 PM,1156 W Cesar Chavez in Austin (TX),Stray,Normal,Dog,Spayed Female,14 years,Catahoula Mix,Brown/Blue Merle,Roxy,09/05/2016 12:56:00 PM,09/05/2016 12:56:00 PM,09/21/2001,Dog,Spayed Female,14 years,Catahoula Mix,Brown/Blue Merle,0.0
A727252,Annie,05/20/2016 12:42:00 PM,05/20/2016 12:42:00 PM,Westgate Blvd And Finch in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Dachshund/Chihuahua Shorthair,Cream,Annie,05/29/2016 06:11:00 PM,05/29/2016 06:11:00 PM,05/20/2014,Dog,Spayed Female,2 years,Dachshund/Chihuahua Shorthair,Cream,0.0
A708399,,07/27/2015 01:54:00 PM,07/27/2015 01:54:00 PM,901 Springdale Road in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,,07/28/2015 11:29:00 AM,07/28/2015 11:29:00 AM,07/06/2015,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.0
A739669,*Peach,12/05/2016 05:35:00 PM,12/05/2016 05:35:00 PM,12151 Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,*Peach,12/23/2016 07:12:00 PM,12/23/2016 07:12:00 PM,12/05/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,0.0
A726334,,05/09/2016 05:03:00 PM,05/09/2016 05:03:00 PM,13712 Old Hwy 20 in Manor (TX),Stray,Normal,Dog,Intact Female,1 month,Great Pyrenees Mix,White/Brown,,06/15/2016 05:11:00 PM,06/15/2016 05:11:00 PM,03/29/2016,Dog,Spayed Female,2 months,Great Pyrenees Mix,White/Brown,0.0
A724014,,04/10/2016 03:03:00 PM,04/10/2016 03:03:00 PM,Austin (TX),Stray,Normal,Cat,Intact Female,5 days,Domestic Shorthair Mix,White,,04/10/2016 04:24:00 PM,04/10/2016 04:24:00 PM,04/05/2016,Cat,Intact Female,5 days,Domestic Shorthair Mix,White,0.0
A665490,Porky,10/23/2013 12:46:00 PM,10/23/2013 12:46:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,8 months,Queensland Heeler Mix,Blue Merle,Porky,11/02/2013 05:47:00 PM,11/02/2013 05:47:00 PM,02/18/2013,Dog,Neutered Male,8 months,Queensland Heeler Mix,Blue Merle,0.0
A794876,Buddy,05/13/2019 01:36:00 PM,05/13/2019 01:36:00 PM,Swearingen Dr And Charolais Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Bulldog Mix,Black/White,Buddy,05/15/2019 04:18:00 PM,05/15/2019 04:18:00 PM,05/13/2017,Dog,Intact Male,2 years,American Bulldog Mix,Black/White,0.0
A741759,*Papa Queso,01/08/2017 08:02:00 AM,01/08/2017 08:02:00 AM,1017 Arveda Dr in Leander (TX),Stray,Injured,Cat,Intact Male,3 years,Domestic Shorthair Mix,Brown Tabby/White,*Papa Queso,02/11/2017 02:54:00 PM,02/11/2017 02:54:00 PM,01/08/2014,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A778313,Jobby,08/12/2018 11:30:00 AM,08/12/2018 11:30:00 AM,East Twelfth Street And North Pleasant Valley Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Maltese Mix,White,Jobby,08/22/2018 11:27:00 AM,08/22/2018 11:27:00 AM,08/12/2017,Dog,Neutered Male,1 year,Maltese Mix,White,0.0
A676959,,04/17/2014 02:01:00 PM,04/17/2014 02:01:00 PM,1911 Willow Creek in Austin (TX),Stray,Injured,Cat,Intact Female,4 months,Domestic Medium Hair Mix,Brown Tabby,,04/24/2014 09:43:00 AM,04/24/2014 09:43:00 AM,11/17/2013,Cat,Intact Female,5 months,Domestic Medium Hair Mix,Brown Tabby,1.0
A753856,*Moonpie,07/12/2017 11:14:00 AM,07/12/2017 11:14:00 AM,Bluff Springs Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Brown/White,*Moonpie,07/17/2017 06:23:00 PM,07/17/2017 06:23:00 PM,07/12/2015,Dog,Spayed Female,2 years,Labrador Retriever Mix,Brown/White,0.0
A809360,,11/23/2019 11:45:00 AM,11/23/2019 11:45:00 AM,Austin (TX),Stray,Normal,Dog,Intact Female,4 days,Dachshund,Tan,,11/25/2019 09:58:00 AM,11/25/2019 09:58:00 AM,11/19/2019,Dog,Intact Female,6 days,Dachshund,Tan,0.0
A783279,*Leo,10/28/2018 01:16:00 PM,10/28/2018 01:16:00 PM,Picadilli Road in Pflugerville (TX),Stray,Normal,Dog,Intact Male,6 months,Staffordshire Mix,Black/White,*Leo,01/31/2019 11:55:00 AM,01/31/2019 11:55:00 AM,04/28/2018,Dog,Neutered Male,9 months,Staffordshire Mix,Black/White,0.0
A673077,*Charlotte,02/19/2014 01:51:00 PM,02/19/2014 01:51:00 PM,Travis (TX),Public Assist,Normal,Dog,Intact Female,5 years,Maltese,White,*Charlotte,05/21/2014 11:56:00 AM,05/21/2014 11:56:00 AM,02/19/2009,Dog,Spayed Female,5 years,Maltese,White,0.0
A732010,*Charlie,07/31/2016 11:23:00 AM,07/31/2016 11:23:00 AM,600 W Cesar Chavez St in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Charlie,10/11/2016 09:19:00 AM,10/11/2016 09:19:00 AM,06/09/2016,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,0.0
A799257,*Marsha,07/06/2019 02:15:00 PM,07/06/2019 02:15:00 PM,2301 Metcalfe in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Brown Tabby,*Marsha,08/24/2019 03:50:00 PM,08/24/2019 03:50:00 PM,06/13/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,0.0
A585692,Harley,09/24/2014 01:45:00 PM,09/24/2014 01:45:00 PM,Lindeman Ln And Cherry Hollow Crossing in Travis (TX),Stray,Injured,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black,Harley,12/04/2014 04:38:00 PM,12/04/2014 04:38:00 PM,09/28/2009,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black,0.0
A750973,*Plato,06/02/2017 04:44:00 PM,06/02/2017 04:44:00 PM,1545 Arborside Dr in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Great Pyrenees Mix,Black,*Plato,06/10/2017 01:39:00 PM,06/10/2017 01:39:00 PM,01/02/2017,Dog,Neutered Male,5 months,Great Pyrenees Mix,Black,0.0
A810593,*Pancake,12/16/2019 12:55:00 PM,12/16/2019 12:55:00 PM,1141 N Ih 35 in Austin (TX),Public Assist,Normal,Cat,Intact Male,10 months,Domestic Shorthair,Orange Tabby/White,*Pancake,01/10/2020 06:07:00 PM,01/10/2020 06:07:00 PM,01/16/2019,Cat,Neutered Male,11 months,Domestic Shorthair,Orange Tabby/White,0.0
A778469,,08/15/2018 12:16:00 PM,08/15/2018 12:16:00 PM,Georgian Drive And East Wonsley Drive in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Chihuahua Longhair/Beagle,Brown/White,,08/19/2018 10:09:00 PM,08/19/2018 10:09:00 PM,08/15/2014,Dog,Neutered Male,4 years,Chihuahua Longhair/Beagle,Brown/White,0.0
A778760,*Spicy,08/20/2018 09:47:00 AM,08/20/2018 09:47:00 AM,183 in Austin (TX),Stray,Injured,Dog,Intact Female,7 months,Plott Hound Mix,Brown Brindle/White,*Spicy,09/27/2018 04:52:00 PM,09/27/2018 04:52:00 PM,12/20/2017,Dog,Spayed Female,9 months,Plott Hound Mix,Brown Brindle/White,0.0
A667301,Buddy,11/15/2013 04:24:00 PM,11/15/2013 04:24:00 PM,4405 Bucks Run in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Yellow,Buddy,11/16/2013 04:32:00 PM,11/16/2013 04:32:00 PM,11/15/2011,Dog,Neutered Male,2 years,Labrador Retriever Mix,Yellow,0.0
A666550,,11/03/2013 01:20:00 PM,11/03/2013 01:20:00 PM,6710 Canal St in Austin (TX),Stray,Normal,Cat,Intact Female,5 years,Domestic Shorthair Mix,Torbie,,11/08/2013 02:48:00 PM,11/08/2013 02:48:00 PM,11/03/2008,Cat,Intact Female,5 years,Domestic Shorthair Mix,Torbie,0.0
